"Date","Price","Open","High","Low","Vol.","Change %"
"03/20/2024","6,100","6,000","6,100","6,000","120.89M","1.67%"
"03/19/2024","6,000","6,000","6,050","5,975","114.34M","0.00%"
"03/18/2024","6,000","6,000","6,100","5,975","110.56M","0.42%"
"03/15/2024","5,975","6,000","6,075","5,950","306.00M","-2.85%"
"03/14/2024","6,150","6,175","6,200","6,050","271.25M","-3.91%"
"03/13/2024","6,400","6,350","6,450","6,350","195.17M","0.79%"
"03/08/2024","6,350","6,275","6,400","6,250","163.06M","2.01%"
"03/07/2024","6,225","6,200","6,275","6,200","117.72M","0.40%"
"03/06/2024","6,200","6,100","6,200","6,100","84.11M","1.22%"
"03/05/2024","6,125","6,100","6,175","6,075","115.08M","1.24%"
"03/04/2024","6,050","6,125","6,125","6,050","70.35M","-1.22%"
"03/01/2024","6,125","6,175","6,175","6,075","76.29M","0.00%"
"02/29/2024","6,125","6,150","6,200","6,125","173.85M","-1.61%"
"02/28/2024","6,225","6,100","6,225","6,100","118.75M","1.63%"
"02/27/2024","6,125","6,125","6,200","6,125","99.19M","-0.81%"
"02/26/2024","6,175","6,100","6,200","6,075","110.51M","0.82%"
"02/23/2024","6,125","6,125","6,175","6,050","148.64M","-2.00%"
"02/22/2024","6,250","6,250","6,300","6,225","100.26M","-0.79%"
"02/21/2024","6,300","6,325","6,375","6,225","169.29M","0.00%"
"02/20/2024","6,300","6,175","6,300","6,175","160.87M","3.28%"
"02/19/2024","6,100","6,125","6,175","6,075","111.38M","-0.81%"
"02/16/2024","6,150","6,150","6,200","6,125","130.81M","0.41%"
"02/15/2024","6,125","6,275","6,275","6,100","308.69M","2.08%"
"02/13/2024","6,000","6,050","6,050","5,950","145.85M","-0.41%"
"02/12/2024","6,025","5,875","6,025","5,850","200.86M","2.99%"
"02/07/2024","5,850","5,850","5,900","5,825","147.57M","0.43%"
"02/06/2024","5,825","5,900","5,900","5,800","126.70M","0.87%"
"02/05/2024","5,775","5,800","5,825","5,750","113.76M","-1.28%"
"02/02/2024","5,850","5,800","5,850","5,750","177.21M","1.74%"
"02/01/2024","5,750","5,775","5,800","5,725","156.63M","0.88%"
"01/31/2024","5,700","5,725","5,775","5,675","245.12M","1.33%"
"01/30/2024","5,625","5,525","5,650","5,475","150.52M","0.90%"
"01/29/2024","5,575","5,400","5,575","5,400","145.63M","2.76%"
"01/26/2024","5,425","5,450","5,475","5,400","185.24M","-1.81%"
"01/25/2024","5,525","5,575","5,650","5,525","120.48M","-2.21%"
"01/24/2024","5,650","5,675","5,700","5,575","104.23M","-0.88%"
"01/23/2024","5,700","5,700","5,750","5,650","123.00M","-1.30%"
"01/22/2024","5,775","5,775","5,800","5,700","97.55M","-0.43%"
"01/19/2024","5,800","5,750","5,800","5,700","75.37M","0.87%"
"01/18/2024","5,750","5,800","5,800","5,700","87.26M","-0.43%"
"01/17/2024","5,775","5,825","5,825","5,750","107.94M","-0.86%"
"01/16/2024","5,825","5,825","5,875","5,775","97.07M","0.00%"
"01/15/2024","5,825","5,850","5,900","5,775","115.28M","-0.43%"
"01/12/2024","5,850","5,800","5,850","5,775","109.72M","1.74%"
"01/11/2024","5,750","5,750","5,800","5,700","132.21M","0.88%"
"01/10/2024","5,700","5,625","5,700","5,625","82.63M","0.00%"
"01/09/2024","5,700","5,625","5,700","5,625","105.67M","1.33%"
"01/08/2024","5,625","5,750","5,800","5,625","152.02M","-2.17%"
"01/05/2024","5,750","5,725","5,850","5,700","134.93M","0.88%"
"01/04/2024","5,700","5,600","5,700","5,575","118.47M","1.79%"
"01/03/2024","5,600","5,625","5,650","5,600","83.66M","-1.32%"
"01/02/2024","5,675","5,650","5,675","5,625","91.14M","-0.87%"
"12/29/2023","5,725","5,750","5,750","5,675","93.13M","0.00%"
"12/28/2023","5,725","5,700","5,750","5,675","121.43M","1.78%"
"12/27/2023","5,625","5,700","5,725","5,625","131.37M","-0.88%"
"12/22/2023","5,675","5,650","5,700","5,600","109.41M","1.79%"
"12/21/2023","5,575","5,550","5,600","5,525","99.05M","0.45%"
"12/20/2023","5,550","5,700","5,700","5,550","138.47M","0.00%"
"12/19/2023","5,550","5,450","5,550","5,450","158.89M","0.91%"
"12/18/2023","5,500","5,575","5,575","5,500","102.78M","-0.90%"
"12/15/2023","5,550","5,575","5,600","5,550","252.45M","0.00%"
"12/14/2023","5,550","5,450","5,550","5,425","270.76M","4.72%"
"12/13/2023","5,300","5,300","5,350","5,275","98.88M","-0.47%"
"12/12/2023","5,325","5,375","5,400","5,325","134.50M","0.47%"
"12/11/2023","5,300","5,325","5,375","5,300","124.47M","-1.40%"
"12/08/2023","5,375","5,425","5,450","5,375","130.54M","-1.83%"
"12/07/2023","5,475","5,400","5,475","5,400","102.13M","0.92%"
"12/06/2023","5,425","5,425","5,450","5,400","119.72M","-0.46%"
"12/05/2023","5,450","5,425","5,500","5,425","114.69M","-0.91%"
"12/04/2023","5,500","5,450","5,575","5,450","235.66M","2.80%"
"12/01/2023","5,350","5,275","5,375","5,275","99.50M","1.42%"
"11/30/2023","5,275","5,375","5,375","5,275","224.43M","-0.47%"
"11/29/2023","5,300","5,350","5,375","5,300","106.20M","-0.93%"
"11/28/2023","5,350","5,325","5,425","5,325","147.99M","0.00%"
"11/27/2023","5,350","5,425","5,450","5,350","76.02M","-0.93%"
"11/24/2023","5,400","5,400","5,450","5,375","104.41M","0.93%"
"11/23/2023","5,350","5,325","5,400","5,300","174.57M","1.42%"
"11/22/2023","5,275","5,175","5,300","5,175","103.59M","1.44%"
"11/21/2023","5,200","5,225","5,250","5,175","104.11M","-0.95%"
"11/20/2023","5,250","5,175","5,275","5,175","67.31M","0.48%"
"11/17/2023","5,225","5,175","5,250","5,175","70.73M","-0.48%"
"11/16/2023","5,250","5,275","5,275","5,175","129.68M","0.00%"
"11/15/2023","5,250","5,200","5,300","5,175","193.79M","3.45%"
"11/14/2023","5,075","5,075","5,125","5,050","85.42M","1.00%"
"11/13/2023","5,025","5,075","5,125","5,025","92.52M","-0.99%"
"11/10/2023","5,075","5,150","5,150","5,050","113.81M","-2.40%"
"11/09/2023","5,200","5,225","5,275","5,200","66.24M","-0.48%"
"11/08/2023","5,225","5,200","5,250","5,175","86.78M","-0.48%"
"11/07/2023","5,250","5,225","5,275","5,175","137.04M","0.96%"
"11/06/2023","5,200","5,100","5,200","5,100","122.33M","1.96%"
"11/03/2023","5,100","5,025","5,175","5,025","125.50M","2.00%"
"11/02/2023","5,000","4,940","5,075","4,910","208.08M","3.52%"
"11/01/2023","4,830","4,920","4,960","4,830","191.57M","-2.62%"
"10/31/2023","4,960","4,980","5,000","4,960","106.76M","-0.80%"
"10/30/2023","5,000","4,980","5,025","4,970","108.52M","0.00%"
"10/27/2023","5,000","4,950","5,050","4,940","129.60M","1.63%"
"10/26/2023","4,920","5,175","5,175","4,920","330.62M","-4.93%"
"10/25/2023","5,175","5,100","5,200","5,100","142.22M","1.47%"
"10/24/2023","5,100","5,000","5,100","4,950","104.02M","2.00%"
"10/23/2023","5,000","5,000","5,075","4,990","82.76M","-0.99%"
"10/20/2023","5,050","4,980","5,100","4,960","194.32M","1.00%"
"10/19/2023","5,000","5,100","5,150","5,000","195.83M","-2.91%"
"10/18/2023","5,150","5,125","5,225","5,125","180.35M","0.00%"
"10/17/2023","5,150","5,250","5,275","5,150","127.29M","-1.90%"
"10/16/2023","5,250","5,325","5,325","5,250","61.27M","-0.47%"
"10/13/2023","5,275","5,275","5,325","5,250","84.65M","-0.47%"
"10/12/2023","5,300","5,300","5,375","5,275","174.02M","0.95%"
"10/11/2023","5,250","5,150","5,275","5,150","100.39M","1.45%"
"10/10/2023","5,175","5,125","5,250","5,125","115.57M","0.98%"
"10/09/2023","5,125","5,200","5,225","5,125","144.48M","-0.97%"
"10/06/2023","5,175","5,200","5,250","5,175","70.20M","0.00%"
"10/05/2023","5,175","5,250","5,275","5,175","116.81M","-1.43%"
"10/04/2023","5,250","5,250","5,275","5,200","121.45M","-0.47%"
"10/03/2023","5,275","5,250","5,300","5,250","54.51M","0.48%"
"10/02/2023","5,250","5,250","5,300","5,250","81.67M","0.48%"
"09/29/2023","5,225","5,300","5,325","5,225","140.35M","0.00%"
"09/27/2023","5,225","5,175","5,300","5,175","119.77M","0.48%"
"09/26/2023","5,200","5,250","5,275","5,200","180.28M","-1.89%"
"09/25/2023","5,300","5,325","5,350","5,200","131.58M","-0.93%"
"09/22/2023","5,350","5,350","5,425","5,350","83.18M","0.00%"
"09/21/2023","5,350","5,425","5,425","5,350","68.58M","-0.47%"
"09/20/2023","5,375","5,350","5,450","5,350","98.71M","0.00%"
"09/19/2023","5,375","5,325","5,375","5,300","61.07M","0.94%"
"09/18/2023","5,325","5,350","5,400","5,300","61.33M","-0.93%"
"09/15/2023","5,375","5,400","5,450","5,375","141.46M","-0.92%"
"09/14/2023","5,425","5,325","5,425","5,325","76.83M","0.46%"
"09/13/2023","5,400","5,350","5,425","5,350","59.41M","0.47%"
"09/12/2023","5,375","5,450","5,475","5,375","121.65M","-0.92%"
"09/11/2023","5,425","5,350","5,425","5,300","80.47M","1.40%"
"09/08/2023","5,350","5,425","5,450","5,300","243.32M","-1.83%"
"09/07/2023","5,450","5,525","5,550","5,450","158.00M","-2.24%"
"09/06/2023","5,575","5,625","5,650","5,575","106.37M","-0.89%"
"09/05/2023","5,625","5,625","5,650","5,600","72.46M","0.00%"
"09/04/2023","5,625","5,600","5,625","5,575","43.90M","0.90%"
"09/01/2023","5,575","5,600","5,600","5,525","87.37M","0.45%"
"08/31/2023","5,550","5,525","5,550","5,475","175.09M","0.45%"
"08/30/2023","5,525","5,600","5,600","5,500","171.28M","-1.34%"
"08/29/2023","5,600","5,525","5,600","5,525","57.55M","0.90%"
"08/28/2023","5,550","5,600","5,625","5,550","37.13M","-0.89%"
"08/25/2023","5,600","5,550","5,600","5,525","65.10M","0.90%"
"08/24/2023","5,550","5,625","5,625","5,550","74.41M","-0.89%"
"08/23/2023","5,600","5,600","5,625","5,575","78.69M","0.45%"
"08/22/2023","5,575","5,500","5,625","5,500","101.22M","1.36%"
"08/21/2023","5,500","5,550","5,575","5,500","91.64M","-1.35%"
"08/18/2023","5,575","5,500","5,600","5,500","121.56M","0.90%"
"08/16/2023","5,525","5,550","5,575","5,450","226.75M","-0.90%"
"08/15/2023","5,575","5,650","5,675","5,575","89.60M","-1.33%"
"08/14/2023","5,650","5,650","5,675","5,575","127.36M","0.00%"
"08/11/2023","5,650","5,675","5,700","5,650","74.32M","-0.88%"
"08/10/2023","5,700","5,675","5,725","5,675","85.57M","0.00%"
"08/09/2023","5,700","5,650","5,725","5,625","91.93M","1.33%"
"08/08/2023","5,625","5,700","5,750","5,600","115.67M","-1.32%"
"08/07/2023","5,700","5,600","5,725","5,575","88.10M","2.24%"
"08/04/2023","5,575","5,700","5,725","5,575","150.74M","-2.19%"
"08/03/2023","5,700","5,675","5,750","5,650","82.78M","0.00%"
"08/02/2023","5,700","5,650","5,725","5,650","90.61M","0.00%"
"08/01/2023","5,700","5,650","5,750","5,650","100.14M","0.88%"
"07/31/2023","5,650","5,700","5,700","5,650","186.73M","-0.88%"
"07/28/2023","5,700","5,625","5,700","5,625","74.04M","0.88%"
"07/27/2023","5,650","5,675","5,750","5,650","109.86M","-0.44%"
"07/26/2023","5,675","5,700","5,700","5,650","76.20M","0.44%"
"07/25/2023","5,650","5,625","5,700","5,625","111.25M","0.89%"
"07/24/2023","5,600","5,600","5,650","5,600","62.96M","-0.44%"
"07/21/2023","5,625","5,600","5,625","5,575","63.09M","0.00%"
"07/20/2023","5,625","5,575","5,650","5,550","111.12M","0.00%"
"07/18/2023","5,625","5,625","5,700","5,600","141.88M","0.90%"
"07/17/2023","5,575","5,550","5,625","5,525","166.95M","0.90%"
"07/14/2023","5,525","5,450","5,525","5,425","127.81M","1.38%"
"07/13/2023","5,450","5,425","5,475","5,425","134.91M","0.00%"
"07/12/2023","5,450","5,450","5,475","5,425","104.99M","0.46%"
"07/11/2023","5,425","5,375","5,450","5,375","122.09M","0.46%"
"07/10/2023","5,400","5,425","5,500","5,400","78.97M","0.47%"
"07/07/2023","5,375","5,400","5,425","5,375","114.04M","-0.92%"
"07/06/2023","5,425","5,450","5,475","5,400","109.45M","-0.46%"
"07/05/2023","5,450","5,400","5,450","5,400","109.63M","0.00%"
"07/04/2023","5,450","5,500","5,500","5,425","94.46M","-0.46%"
"07/03/2023","5,475","5,500","5,550","5,450","168.57M","0.92%"
"06/27/2023","5,425","5,450","5,500","5,425","110.78M","-0.46%"
"06/26/2023","5,450","5,425","5,475","5,375","85.47M","0.93%"
"06/23/2023","5,400","5,425","5,475","5,400","123.35M","-1.37%"
"06/22/2023","5,475","5,550","5,600","5,475","94.14M","-1.79%"
"06/21/2023","5,575","5,500","5,575","5,500","84.66M","0.45%"
"06/20/2023","5,550","5,475","5,550","5,475","102.93M","0.45%"
"06/19/2023","5,525","5,500","5,525","5,450","55.14M","-0.45%"
"06/16/2023","5,550","5,475","5,550","5,400","189.06M","0.45%"
"06/15/2023","5,525","5,475","5,525","5,450","74.39M","-0.45%"
"06/14/2023","5,550","5,575","5,575","5,475","79.14M","0.00%"
"06/13/2023","5,550","5,400","5,550","5,400","108.83M","2.78%"
"06/12/2023","5,400","5,400","5,400","5,375","92.31M","-0.46%"
"06/09/2023","5,425","5,425","5,450","5,375","77.35M","-0.91%"
"06/08/2023","5,475","5,375","5,475","5,350","92.79M","1.39%"
"06/07/2023","5,400","5,475","5,475","5,350","117.65M","-0.92%"
"06/06/2023","5,450","5,400","5,500","5,350","92.02M","0.46%"
"06/05/2023","5,425","5,600","5,600","5,425","255.47M","-2.69%"
"05/31/2023","5,575","5,575","5,575","5,375","506.88M","1.36%"
"05/30/2023","5,500","5,500","5,600","5,500","89.88M","-0.90%"
"05/29/2023","5,550","5,600","5,625","5,475","125.05M","-0.89%"
"05/26/2023","5,600","5,425","5,600","5,425","154.00M","2.28%"
"05/25/2023","5,475","5,500","5,575","5,450","197.94M","-2.23%"
"05/24/2023","5,600","5,525","5,600","5,450","156.21M","1.82%"
"05/23/2023","5,500","5,475","5,600","5,475","221.67M","1.38%"
"05/22/2023","5,425","5,300","5,500","5,300","163.19M","0.46%"
"05/19/2023","5,400","5,225","5,450","5,200","166.54M","3.85%"
"05/17/2023","5,200","5,250","5,250","5,175","115.84M","0.00%"
"05/16/2023","5,200","5,175","5,200","5,100","86.62M","0.97%"
"05/15/2023","5,150","5,150","5,175","5,025","133.63M","0.00%"
"05/12/2023","5,150","5,100","5,175","5,100","77.16M","0.00%"
"05/11/2023","5,150","5,175","5,175","5,100","85.63M","0.00%"
"05/10/2023","5,150","5,075","5,150","5,050","108.42M","0.49%"
"05/09/2023","5,125","5,050","5,125","5,025","103.02M","0.49%"
"05/08/2023","5,100","5,250","5,250","5,050","107.80M","-2.39%"
"05/05/2023","5,225","5,225","5,250","5,125","158.90M","1.46%"
"05/04/2023","5,150","5,150","5,175","5,075","120.04M","0.98%"
"05/03/2023","5,100","5,225","5,225","5,050","152.48M","-0.97%"
"05/02/2023","5,150","5,175","5,175","5,050","113.29M","0.98%"
"04/28/2023","5,100","5,175","5,275","5,100","251.91M","-0.97%"
"04/27/2023","5,150","4,990","5,150","4,990","161.58M","2.49%"
"04/26/2023","5,025","5,150","5,150","4,930","273.34M","1.52%"
"04/18/2023","4,950","4,990","5,025","4,950","96.87M","-0.80%"
"04/17/2023","4,990","5,075","5,075","4,960","121.24M","-1.67%"
"04/14/2023","5,075","5,050","5,100","5,000","168.23M","1.91%"
"04/13/2023","4,980","4,950","5,000","4,930","179.41M","1.01%"
"04/12/2023","4,930","4,950","4,950","4,890","166.99M","1.02%"
"04/11/2023","4,880","4,860","4,890","4,830","67.29M","0.41%"
"04/10/2023","4,860","4,860","4,860","4,820","40.47M","0.41%"
"04/06/2023","4,840","4,860","4,860","4,820","88.04M","0.21%"
"04/05/2023","4,830","4,810","4,880","4,800","119.45M","0.21%"
"04/04/2023","4,820","4,800","4,820","4,760","65.77M","0.42%"
"04/03/2023","4,800","4,770","4,800","4,760","115.87M","1.48%"
"03/31/2023","4,730","4,730","4,750","4,710","161.60M","-0.42%"
"03/30/2023","4,750","4,810","4,810","4,740","98.85M","-1.25%"
"03/29/2023","4,810","4,800","4,820","4,770","112.59M","0.84%"
"03/28/2023","4,770","4,740","4,780","4,740","88.58M","0.63%"
"03/27/2023","4,740","4,750","4,790","4,720","144.96M","-0.63%"
"03/24/2023","4,770","4,750","4,820","4,720","311.15M","-2.65%"
"03/21/2023","4,900","4,870","4,920","4,840","193.10M","0.41%"
"03/20/2023","4,880","4,840","4,880","4,820","114.46M","-0.41%"
"03/17/2023","4,900","4,770","4,900","4,750","204.81M","3.59%"
"03/16/2023","4,730","4,700","4,750","4,640","141.49M","0.64%"
"03/15/2023","4,700","4,760","4,770","4,700","89.89M","-0.21%"
"03/14/2023","4,710","4,770","4,790","4,690","193.56M","-2.48%"
"03/13/2023","4,830","4,810","4,870","4,770","106.77M","0.21%"
"03/10/2023","4,820","4,820","4,830","4,800","125.16M","0.21%"
"03/09/2023","4,810","4,860","4,870","4,810","79.55M","-0.62%"
"03/08/2023","4,840","4,850","4,850","4,820","103.77M","0.00%"
"03/07/2023","4,840","4,770","4,850","4,770","98.41M","1.04%"
"03/06/2023","4,790","4,790","4,800","4,780","78.88M","0.63%"
"03/03/2023","4,760","4,800","4,800","4,730","84.78M","-0.42%"
"03/02/2023","4,780","4,750","4,780","4,720","59.39M","1.27%"
"03/01/2023","4,720","4,730","4,750","4,700","115.58M","1.07%"
"02/28/2023","4,670","4,760","4,790","4,670","273.13M","-2.91%"
"02/27/2023","4,810","4,780","4,810","4,760","76.71M","1.05%"
"02/24/2023","4,760","4,800","4,840","4,760","60.50M","-0.83%"
"02/23/2023","4,800","4,810","4,810","4,730","139.21M","0.84%"
"02/22/2023","4,760","4,790","4,810","4,730","122.40M","-1.24%"
"02/21/2023","4,820","4,880","4,880","4,820","59.32M","-1.23%"
"02/20/2023","4,880","4,900","4,900","4,840","88.43M","0.00%"
"02/17/2023","4,880","4,890","4,890","4,830","90.55M","0.21%"
"02/16/2023","4,870","4,890","4,890","4,850","69.97M","0.00%"
"02/15/2023","4,870","4,890","4,890","4,810","107.13M","0.00%"
"02/14/2023","4,870","4,820","4,870","4,810","101.01M","1.46%"
"02/13/2023","4,800","4,900","4,900","4,800","122.51M","-1.23%"
"02/10/2023","4,860","4,840","4,880","4,770","181.15M","1.04%"
"02/09/2023","4,810","4,790","4,840","4,770","155.92M","0.42%"
"02/08/2023","4,790","4,710","4,790","4,710","168.62M","0.84%"
"02/07/2023","4,750","4,740","4,790","4,720","140.92M","0.21%"
"02/06/2023","4,740","4,780","4,810","4,680","141.45M","-0.21%"
"02/03/2023","4,750","4,650","4,780","4,630","198.94M","3.26%"
"02/02/2023","4,600","4,650","4,680","4,600","125.41M","-1.71%"
